ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
205331_s_at	6.9e-14	5.78e-15	-9.177898	23.297202	-0.5172671	REEP2	receptor accessory protein 2	REEP2	receptor accessory protein 2	FALSE
235016_at	0.00301	0.00163	-3.237571	-2.492287	-0.6610706	REEP3	receptor accessory protein 3	REEP3	receptor accessory protein 3	FALSE
218777_at	9.05e-05	3.77e-05	-4.311936	1.077657	-0.39572	REEP4	receptor accessory protein 4	REEP4	receptor accessory protein 4	FALSE
208873_s_at	1.31e-09	2.35e-10	7.041745	12.785537	0.7569522	REEP5	receptor accessory protein 5	REEP5	receptor accessory protein 5	FALSE
226597_at	3.22e-07	8.81e-08	-5.767975	6.960006	-1.3354825	REEP6	receptor accessory protein 6	REEP6	receptor accessory protein 6	FALSE
206036_s_at	0.0936	0.0686	1.84093	-5.834494	0.32234	REL	REL proto-oncogene, NF-kB subunit	REL	REL proto-oncogene, NF-kB subunit	FALSE
209878_s_at	6.9e-07	2e-07	5.582262	6.156054	0.634202	RELA	RELA proto-oncogene, NF-kB subunit	RELA	RELA proto-oncogene, NF-kB subunit	FALSE
205205_at	0.0942	0.0691	-1.837544	-5.840562	-0.3166123	RELB	RELB proto-oncogene, NF-kB subunit	RELB	RELB proto-oncogene, NF-kB subunit	FALSE
226430_at	7.75e-05	3.19e-05	4.355495	1.237857	0.6920085	RELL1	RELT like 1	RELL1	RELT like 1	FALSE
1564031_a_at	0.00109	0.000544	-3.572389	-1.463056	-0.2666534	RELL2	RELT like 2	RELL2	RELT like 2	FALSE
205923_at	0.745	0.703	0.382023	-7.439276	0.1272817	RELN	reelin	RELN	reelin	FALSE
227060_at	0.557	0.503	-0.671675	-7.286067	-0.061491	RELT	RELT tumor necrosis factor receptor	RELT	RELT TNF receptor	FALSE
210300_at	8.61e-07	2.54e-07	5.528032	5.923885	0.3539821	REM1	RRAD and GEM like GTPase 1	REM1	RRAD and GEM like GTPase 1	FALSE
206617_s_at	0.00547	0.00311	3.02959	-3.090188	0.4671913	RENBP	renin binding protein	RENBP	renin binding protein	FALSE
219041_s_at	9.14e-05	3.81e-05	-4.309041	1.067049	-0.4053504	REPIN1	replication initiator 1	REPIN1	replication initiator 1	FALSE
224366_s_at	0.0258	0.0167	-2.43272	-4.617331	-0.3144774	REPS1	RALBP1 associated Eps domain containing 1	REPS1	RALBP1 associated Eps domain containing 1	FALSE
227425_at	1.5e-09	2.73e-10	7.010758	12.638473	1.5146002	REPS2	RALBP1 associated Eps domain containing 2	REPS2	RALBP1 associated Eps domain containing 2	FALSE
202297_s_at	1.06e-07	2.67e-08	-6.03304	8.129999	-0.5080665	RER1	retention in endoplasmic reticulum sorting receptor 1	RER1	retention in endoplasmic reticulum sorting receptor 1	FALSE
200940_s_at	9.34e-13	9.59e-14	8.621551	20.509288	0.6460082	RERE	arginine-glutamic acid dipeptide repeats	RERE	arginine-glutamic acid dipeptide repeats	FALSE
244745_at	2.43e-21	5.35e-23	12.859465	41.707258	1.9445637	RERG	RAS like estrogen regulated growth inhibitor	RERG	RAS like estrogen regulated growth inhibitor	FALSE
220276_at	0.0051	0.00288	3.054692	-3.019767	0.5811255	RERGL	RERG like	RERGL	RERG like	FALSE
204535_s_at	6.34e-12	7.57e-13	-8.209414	18.460488	-0.5359546	REST	RE1 silencing transcription factor	REST	RE1 silencing transcription factor	FALSE
215771_x_at	0.000177	7.76e-05	-4.120312	0.386245	-0.4806974	RET	ret proto-oncogene	RET	ret proto-oncogene	FALSE
220570_at	1.36e-23	2.15e-25	13.997928	47.205585	1.798442	RETN	resistin	RETN	resistin	FALSE
222629_at	4.02e-10	6.61e-11	7.303778	14.037601	0.9294116	REV1	REV1, DNA directed polymerase	REV1	REV1 DNA directed polymerase	FALSE
238736_at	9.61e-16	5.55e-17	10.093854	27.91426	1.7881939	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	FALSE
244281_at	3.1e-08	7.13e-09	-6.320389	9.425773	-0.6070843	REXO1	RNA exonuclease 1 homolog	REXO1	RNA exonuclease 1 homolog	FALSE
218194_at	5.8e-09	1.17e-09	-6.70515	11.200497	-0.6585261	REXO2	RNA exonuclease 2	REXO2	RNA exonuclease 2	FALSE
218767_at	0.0106	0.00639	-2.784941	-3.750856	-0.1828541	REXO4	REX4 homolog, 3'-5' exonuclease	REXO4	REX4 homolog, 3'-5' exonuclease	FALSE
208021_s_at	0.00338	0.00185	3.198242	-2.607842	0.3229842	RFC1	replication factor C subunit 1	RFC1	replication factor C subunit 1	FALSE
203696_s_at	1.39e-05	5.03e-06	-4.82192	3.01963	-0.6976782	RFC2	replication factor C subunit 2	RFC2	replication factor C subunit 2	FALSE
204127_at	0.000173	7.54e-05	-4.128148	0.414086	-0.9421298	RFC3	replication factor C subunit 3	RFC3	replication factor C subunit 3	FALSE
204023_at	8.55e-13	8.72e-14	-8.640405	20.603402	-1.8534865	RFC4	replication factor C subunit 4	RFC4	replication factor C subunit 4	FALSE
203209_at	6.4e-05	2.6e-05	-4.408649	1.434833	-0.8701085	RFC5	replication factor C subunit 5	RFC5	replication factor C subunit 5	FALSE
239142_at	2.43e-06	7.76e-07	-5.269785	4.835306	-0.6513079	RFESD	Rieske Fe-S domain containing	RFESD	Rieske Fe-S domain containing	FALSE
203225_s_at	2.7e-05	1.03e-05	-4.643592	2.324486	-0.5883248	RFK	riboflavin kinase	RFK	riboflavin kinase	FALSE
212968_at	0.633	0.582	-0.551876	-7.359591	-0.0575971	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	FALSE
226060_at	1.25e-11	1.57e-12	-8.063241	17.738365	-0.6984502	RFT1	RFT1 homolog	RFT1	RFT1 homolog	FALSE
212646_at	4.54e-07	1.28e-07	5.683967	6.594658	1.0417045	RFTN1	raftlin, lipid raft linker 1	RFTN1	raftlin, lipid raft linker 1	FALSE
234950_s_at	3.35e-05	1.3e-05	-4.586051	2.103786	-0.414413	RFWD2	ring finger and WD repeat domain 2	COP1	COP1 E3 ubiquitin ligase	FALSE
218564_at	2.28e-05	8.58e-06	-4.690095	2.50415	-0.6205272	RFWD3	ring finger and WD repeat domain 3	RFWD3	ring finger and WD repeat domain 3	FALSE
226786_at	0.00478	0.00268	3.077831	-2.954422	0.1897566	RFX1	regulatory factor X1	RFX1	regulatory factor X1	FALSE
226872_at	8.24e-21	2e-22	12.591653	40.39494	1.9828229	RFX2	regulatory factor X2	RFX2	regulatory factor X2	FALSE
202964_s_at	0.0353	0.0236	-2.298038	-4.921223	-0.2821699	RFX5	regulatory factor X5	RFX5	regulatory factor X5	FALSE
218430_s_at	0.0507	0.035	-2.136892	-5.264274	-0.259069	RFX7	regulatory factor X7	RFX7	regulatory factor X7	FALSE
202758_s_at	0.0899	0.0656	-1.861486	-5.797437	-0.2326907	RFXANK	regulatory factor X associated ankyrin containing protein	RFXANK	regulatory factor X associated ankyrin containing protein	FALSE
229431_at	0.000125	5.32e-05	4.2212	0.747524	0.7221785	RFXAP	regulatory factor X associated protein	RFXAP	regulatory factor X associated protein	FALSE
227823_at	2.03e-14	1.54e-15	9.439112	24.611907	0.7166475	RGAG4	retrotransposon gag domain containing 4	RTL5	retrotransposon Gag like 5	FALSE
218723_s_at	1.84e-25	2.08e-27	14.978144	51.823809	2.3528461	RGCC	regulator of cell cycle	RGCC	regulator of cell cycle	FALSE
209568_s_at	1.4e-06	4.29e-07	5.407891	5.413896	0.9045332	RGL1	ral guanine nucleotide dissociation stimulator like 1	RGL1	ral guanine nucleotide dissociation stimulator like 1	FALSE
209110_s_at	3.86e-10	6.33e-11	7.312764	14.08079	0.6555351	RGL2	ral guanine nucleotide dissociation stimulator like 2	RGL2	ral guanine nucleotide dissociation stimulator like 2	FALSE
228877_at	5.84e-05	2.36e-05	4.43401	1.529383	0.8613592	RGL3	ral guanine nucleotide dissociation stimulator like 3	RGL3	ral guanine nucleotide dissociation stimulator like 3	FALSE
223468_s_at	0.183	0.144	-1.473713	-6.430864	-0.3864295	RGMA	repulsive guidance molecule family member a	RGMA	repulsive guidance molecule BMP co-receptor a	FALSE
227340_s_at	8.22e-05	3.4e-05	4.339165	1.177668	0.6285596	RGMB	repulsive guidance molecule family member b	RGMB	repulsive guidance molecule BMP co-receptor b	FALSE
210751_s_at	2.34e-15	1.47e-16	9.902704	26.949716	1.6323155	RGN	regucalcin	RGN	regucalcin	FALSE
203169_at	0.185	0.145	1.467497	-6.439875	0.1271871	RGP1	RGP1 homolog, RAB6A GEF complex partner 1	RGP1	RGP1 homolog, RAB6A GEF complex partner 1	FALSE
242712_x_at	7.97e-08	1.96e-08	6.100479	8.431654	0.7208834	RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	RANBP2-like and GRIP domain containing 2///RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 1///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5///RAN binding protein 2	RANBP2	RAN binding protein 2	FALSE
216834_at	0.0941	0.0689	-1.838515	-5.838822	-0.4086725	RGS1	regulator of G-protein signaling 1	RGS1	regulator of G protein signaling 1	FALSE
204319_s_at	0.0346	0.0231	-2.307619	-4.900118	-0.3830932	RGS10	regulator of G-protein signaling 10	RGS10	regulator of G protein signaling 10	FALSE
206107_at	1.16e-21	2.46e-23	13.018305	42.482389	1.280601	RGS11	regulator of G-protein signaling 11	RGS11	regulator of G protein signaling 11	FALSE
205823_at	2.52e-07	6.79e-08	5.826135	7.214519	0.5918896	RGS12	regulator of G-protein signaling 12	RGS12	regulator of G protein signaling 12	FALSE
210258_at	5.48e-16	3.03e-17	10.21309	28.515854	1.9899163	RGS13	regulator of G-protein signaling 13	RGS13	regulator of G protein signaling 13	FALSE
38290_at	0.000166	7.25e-05	-4.138548	0.451092	-0.5509624	RGS14	regulator of G-protein signaling 14	RGS14	regulator of G protein signaling 14	FALSE
209324_s_at	0.234	0.19	1.320132	-6.642778	0.3229118	RGS16	regulator of G-protein signaling 16	RGS16	regulator of G protein signaling 16	FALSE
220334_at	8.25e-07	2.43e-07	-5.538345	5.967945	-1.9057549	RGS17	regulator of G-protein signaling 17	RGS17	regulator of G protein signaling 17	FALSE
223809_at	8.46e-06	2.96e-06	4.951461	3.534831	0.9277751	RGS18	regulator of G-protein signaling 18	RGS18	regulator of G protein signaling 18	FALSE
204336_s_at	0.973	0.968	-0.04081	-7.511862	-0.004008	RGS19	regulator of G-protein signaling 19	RGS19	regulator of G protein signaling 19	FALSE
202388_at	0.000183	8.03e-05	4.1109	0.352855	0.9266646	RGS2	regulator of G-protein signaling 2	RGS2	regulator of G protein signaling 2	FALSE
210138_at	0.000688	0.000332	-3.71569	-0.998511	-0.9421926	RGS20	regulator of G-protein signaling 20	RGS20	regulator of G protein signaling 20	FALSE
223691_at	1.32e-12	1.4e-13	8.546882	20.136859	0.9054391	RGS22	regulator of G-protein signaling 22	RGS22	regulator of G protein signaling 22	FALSE
203823_at	0.0458	0.0313	2.183169	-5.168077	0.3070974	RGS3	regulator of G-protein signaling 3	RGS3	regulator of G protein signaling 3	FALSE
204337_at	0.0017	0.000884	-3.426999	-1.919838	-0.9358862	RGS4	regulator of G-protein signaling 4	RGS4	regulator of G protein signaling 4	FALSE
218353_at	4.64e-09	9.24e-10	6.75561	11.436305	1.2793209	RGS5	regulator of G-protein signaling 5	RGS5	regulator of G protein signaling 5	FALSE
206290_s_at	0.0678	0.048	-2.001554	-5.534755	-0.4284454	RGS7	regulator of G-protein signaling 7	RGS7	regulator of G protein signaling 7	FALSE
226945_at	3.56e-05	1.39e-05	-4.56957	2.040905	-0.3168902	RHBDD1	rhomboid domain containing 1	RHBDD1	rhomboid domain containing 1	FALSE
232053_x_at	2.49e-07	6.69e-08	5.829465	7.229131	0.7272538	RHBDD2	rhomboid domain containing 2	RHBDD2	rhomboid domain containing 2	FALSE
217622_at	3.45e-06	1.13e-06	-5.182021	4.472038	-0.3420984	RHBDD3	rhomboid domain containing 3	RHBDD3	rhomboid domain containing 3	FALSE
218686_s_at	0.000283	0.000129	3.982576	-0.096888	0.4564751	RHBDF1	rhomboid 5 homolog 1	RHBDF1	rhomboid 5 homolog 1	FALSE
219202_at	0.00746	0.00436	-2.916256	-3.402082	-0.323441	RHBDF2	rhomboid 5 homolog 2	RHBDF2	rhomboid 5 homolog 2	FALSE
1554897_s_at	8.13e-11	1.18e-11	-7.655646	15.740343	-1.2425331	RHBDL2	rhomboid like 2	RHBDL2	rhomboid like 2	FALSE
220510_at	0.00068	0.000328	-3.719388	-0.986338	-0.2026232	RHBG	Rh family B glycoprotein (gene/pseudogene)	RHBG	Rh family B glycoprotein	FALSE
219554_at	0.00663	0.00384	-2.95975	-3.283567	-0.9384578	RHCG	Rh family C glycoprotein	RHCG	Rh family C glycoprotein	FALSE
210430_x_at	0.000127	5.43e-05	-4.215934	0.728516	-0.2796197	RHD	Rh blood group D antigen	RHD	Rh blood group D antigen	FALSE
241795_at	2.09e-10	3.26e-11	-7.44896	14.737382	-0.5203057	RHEB	Ras homolog enriched in brain	RHEB	Ras homolog, mTORC1 binding	FALSE
1553713_a_at	1.31e-08	2.81e-09	-6.519679	10.33969	-0.6471051	RHEBL1	Ras homolog enriched in brain like 1	RHEBL1	RHEB like 1	FALSE
225836_s_at	4.01e-10	6.59e-11	-7.30449	14.041022	-1.1098867	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	FALSE
1555814_a_at	8.96e-07	2.65e-07	5.518467	5.883063	0.591607	RHOA	ras homolog family member A	RHOA	ras homolog family member A	FALSE
212099_at	6.49e-08	1.58e-08	6.148329	8.646618	1.3706457	RHOB	ras homolog family member B	RHOB	ras homolog family member B	FALSE
212651_at	0.0165	0.0103	2.613659	-4.184976	0.4702508	RHOBTB1	Rho related BTB domain containing 1	RHOBTB1	Rho related BTB domain containing 1	FALSE
209441_at	1.65e-05	6.06e-06	4.776186	2.83977	1.0625064	RHOBTB2	Rho related BTB domain containing 2	RHOBTB2	Rho related BTB domain containing 2	FALSE
202975_s_at	0.000833	0.000409	-3.655968	-1.193818	-0.5493733	RHOBTB3	Rho related BTB domain containing 3	RHOBTB3	Rho related BTB domain containing 3	FALSE
209885_at	3.5e-06	1.15e-06	-5.178233	4.456436	-0.8948844	RHOD	ras homolog family member D	RHOD	ras homolog family member D	FALSE
1554538_at	4.94e-08	1.18e-08	-6.211394	8.931091	-0.4929487	RHOF	ras homolog family member F, filopodia associated	RHOF	ras homolog family member F, filopodia associated	FALSE
203175_at	3.09e-06	1e-06	5.210131	4.588009	0.5268427	RHOG	ras homolog family member G	RHOG	ras homolog family member G	FALSE
204951_at	0.0168	0.0105	-2.607061	-4.201221	-0.6473103	RHOH	ras homolog family member H	RHOH	ras homolog family member H	FALSE
235489_at	5.21e-23	8.97e-25	13.7002	45.780976	2.5900277	RHOJ	ras homolog family member J	RHOJ	ras homolog family member J	FALSE
212122_at	1.21e-08	2.59e-09	6.537246	10.420812	0.7255304	RHOQ	ras homolog family member Q	RHOQ	ras homolog family member Q	FALSE
222148_s_at	0.000115	4.89e-05	4.243638	0.82871	0.3233958	RHOT1	ras homolog family member T1	RHOT1	ras homolog family member T1	FALSE
65770_at	0.102	0.0757	1.79466	-5.916497	0.1021456	RHOT2	ras homolog family member T2	RHOT2	ras homolog family member T2	FALSE
223168_at	0.0397	0.0268	2.247424	-5.031404	0.524308	RHOU	ras homolog family member U	RHOU	ras homolog family member U	FALSE
241990_at	1.95e-09	3.62e-10	-6.951891	12.359708	-2.0252548	RHOV	ras homolog family member V	RHOV	ras homolog family member V	FALSE
235998_at	1.55e-15	9.38e-17	-9.990492	27.392699	-0.684827	RHPN1	rhophilin Rho GTPase binding protein 1	RHPN1	rhophilin Rho GTPase binding protein 1	FALSE
207458_at	2.29e-08	5.13e-09	-6.391173	9.749016	-0.5385954	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	FALSE
227196_at	4.08e-05	1.61e-05	-4.531955	1.897945	-1.1586286	RHPN2	rhophilin Rho GTPase binding protein 2	RHPN2	rhophilin Rho GTPase binding protein 2	FALSE
235946_at	0.00447	0.0025	3.100836	-2.889053	0.2918423	RIBC1	RIB43A domain with coiled-coils 1	RIBC1	RIB43A domain with coiled-coils 1	FALSE
206526_at	0.00985	0.00589	-2.813698	-3.675648	-0.5460694	RIBC2	RIB43A domain with coiled-coils 2	RIBC2	RIB43A domain with coiled-coils 2	FALSE
226221_at	0.000321	0.000147	3.945632	-0.224448	0.4175701	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	FALSE
229637_at	0.00762	0.00447	2.908514	-3.423024	0.1470126	RIC8B	RIC8 guanine nucleotide exchange factor B	RIC8B	RIC8 guanine nucleotide exchange factor B	FALSE
226310_at	0.387	0.333	0.971882	-7.039359	0.1128249	RICTOR	RPTOR independent companion of MTOR complex 2	RICTOR	RPTOR independent companion of MTOR complex 2	FALSE
203790_s_at	2.01e-07	5.33e-08	-5.880003	7.451376	-0.6996973	RIDA	reactive intermediate imine deaminase A homolog	RIDA	reactive intermediate imine deaminase A homolog	FALSE
214700_x_at	1.12e-05	4e-06	-4.878135	3.242168	-0.6651068	RIF1	replication timing regulatory factor 1	RIF1	replication timing regulatory factor 1	FALSE
237131_at	1.9e-09	3.52e-10	6.957858	12.387929	0.9788822	RIIAD1	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1	RIIAD1	regulatory subunit of type II PKA R-subunit domain containing 1	FALSE
227366_at	0.000423	0.000198	3.863074	-0.506342	0.3431153	RILP	Rab interacting lysosomal protein	RILP	Rab interacting lysosomal protein	FALSE
226207_at	0.00661	0.00383	2.9605	-3.281512	0.3236524	RILPL1	Rab interacting lysosomal protein like 1	RILPL1	Rab interacting lysosomal protein like 1	FALSE
227983_at	1.86e-16	9.67e-18	10.438721	29.653771	1.1844376	RILPL2	Rab interacting lysosomal protein like 2	RILPL2	Rab interacting lysosomal protein like 2	FALSE
235948_at	0.574	0.521	0.644469	-7.304018	0.0876559	RIMKLA	ribosomal modification protein rimK like family member A	RIMKLA	ribosomal modification protein rimK like family member A	FALSE
226164_x_at	1.63e-05	6e-06	4.77874	2.849788	1.1956693	RIMKLB	ribosomal modification protein rimK like family member B	RIMKLB	ribosomal modification protein rimK like family member B	FALSE
231986_at	0.512	0.458	-0.745746	-7.23347	-0.0880499	RIMS1	regulating synaptic membrane exocytosis 1	RIMS1	regulating synaptic membrane exocytosis 1	FALSE
206137_at	4.03e-05	1.58e-05	-4.53553	1.911497	-0.4552222	RIMS2	regulating synaptic membrane exocytosis 2	RIMS2	regulating synaptic membrane exocytosis 2	FALSE
204730_at	9.57e-06	3.38e-06	4.919287	3.406086	1.1277808	RIMS3	regulating synaptic membrane exocytosis 3	RIMS3	regulating synaptic membrane exocytosis 3	FALSE
205211_s_at	6.02e-05	2.43e-05	-4.425744	1.498525	-0.4401812	RIN1	Ras and Rab interactor 1	RIN1	Ras and Rab interactor 1	FALSE
233811_at	2.69e-14	2.09e-15	9.378906	24.308661	1.082013	RIN2	Ras and Rab interactor 2	RIN2	Ras and Rab interactor 2	FALSE
219457_s_at	5.73e-15	3.91e-16	9.709244	25.973697	0.8597965	RIN3	Ras and Rab interactor 3	RIN3	Ras and Rab interactor 3	FALSE
35685_at	0.00229	0.00122	3.32946	-2.217858	0.1422967	RING1	ring finger protein 1	RING1	ring finger protein 1	FALSE
218598_at	6.69e-06	2.3e-06	-5.012178	3.779172	-0.7709696	RINT1	RAD50 interactor 1	RINT1	RAD50 interactor 1	FALSE
224450_s_at	1.75e-07	4.58e-08	-5.913866	7.600817	-0.7576024	RIOK1	RIO kinase 1	RIOK1	RIO kinase 1	FALSE
222663_at	5.99e-10	1.01e-10	7.215797	13.615569	0.7639638	RIOK2	RIO kinase 2	RIOK2	RIO kinase 2	FALSE
215588_x_at	0.000385	0.000179	3.891708	-0.409068	0.3590322	RIOK3	RIO kinase 3	RIOK3	RIO kinase 3	FALSE
209941_at	8.47e-11	1.24e-11	7.646588	15.696232	0.6834325	RIPK1	receptor interacting serine/threonine kinase 1	RIPK1	receptor interacting serine/threonine kinase 1	FALSE
209545_s_at	0.0114	0.00686	-2.760318	-3.814728	-0.3881835	RIPK2	receptor interacting serine/threonine kinase 2	RIPK2	receptor interacting serine/threonine kinase 2	FALSE
228139_at	1.61e-06	4.97e-07	5.373703	5.269891	0.45558	RIPK3	receptor interacting serine/threonine kinase 3	RIPK3	receptor interacting serine/threonine kinase 3	FALSE
221215_s_at	0.00518	0.00293	-3.048662	-3.036726	-0.4926951	RIPK4	receptor interacting serine/threonine kinase 4	RIPK4	receptor interacting serine/threonine kinase 4	FALSE
207267_s_at	0.00962	0.00574	-2.822394	-3.652776	-0.5515563	RIPPLY3	ripply transcriptional repressor 3	RIPPLY3	ripply transcriptional repressor 3	FALSE
209882_at	4.69e-11	6.52e-12	-7.776084	16.328122	-0.9631617	RIT1	Ras like without CAAX 1	RIT1	Ras like without CAAX 1	FALSE
44065_at	1.08e-08	2.28e-09	-6.564254	10.545698	-0.744711	RITA1	RBPJ interacting and tubulin associated 1	RITA1	RBPJ interacting and tubulin associated 1	FALSE
204243_at	0.353	0.301	-1.039653	-6.971406	-0.1264084	RLF	rearranged L-myc fusion	RLF	RLF zinc finger	FALSE
225416_at	0.347	0.295	1.053655	-6.956808	0.0847522	RLIM	ring finger protein, LIM domain interacting	RLIM	ring finger protein, LIM domain interacting	FALSE
215823_x_at	0.000531	0.000252	-3.795039	-0.735319	-0.3435493	RLIM///PABPC1	ring finger protein, LIM domain interacting///poly(A) binding protein cytoplasmic 1	PABPC1	poly(A) binding protein cytoplasmic 1	FALSE
218549_s_at	1.86e-06	5.81e-07	-5.337483	5.11788	-0.6794644	RMDN1	regulator of microtubule dynamics 1	RMDN1	regulator of microtubule dynamics 1	FALSE
235349_at	6.99e-06	2.41e-06	5.001049	3.734253	1.0191472	RMDN2	regulator of microtubule dynamics 2	RMDN2	regulator of microtubule dynamics 2	FALSE
218126_at	2.02e-19	6.1e-21	11.902419	36.988984	0.9260528	RMDN3	regulator of microtubule dynamics 3	RMDN3	regulator of microtubule dynamics 3	FALSE
218979_at	9.82e-09	2.07e-09	-6.58491	10.641355	-0.9615822	RMI1	RecQ mediated genome instability 1	RMI1	RecQ mediated genome instability 1	FALSE
226456_at	8.14e-14	6.97e-15	-9.14104	23.111922	-2.1374954	RMI2	RecQ mediated genome instability 2	RMI2	RecQ mediated genome instability 2	FALSE
220329_s_at	0.098	0.0722	-1.817117	-5.876941	-0.3274338	RMND1	required for meiotic nuclear division 1 homolog	RMND1	required for meiotic nuclear division 1 homolog	FALSE
218262_at	0.0563	0.0392	2.089125	-5.361593	0.1877261	RMND5B	required for meiotic nuclear division 5 homolog B	RMND5B	required for meiotic nuclear division 5 homolog B	FALSE
229782_at	1.38e-08	2.98e-09	6.50722	10.28221	0.992333	RMST	rhabdomyosarcoma 2 associated transcript (non-protein coding)	RMST	rhabdomyosarcoma 2 associated transcript	FALSE
201785_at	7.18e-05	2.94e-05	4.376959	1.317201	0.9379012	RNASE1	ribonuclease A family member 1, pancreatic	RNASE1	ribonuclease A family member 1, pancreatic	FALSE
206111_at	0.000118	5.02e-05	-4.236419	0.802559	-0.8180906	RNASE2	ribonuclease A family member 2	RNASE2	ribonuclease A family member 2	FALSE
205158_at	5.18e-07	1.47e-07	5.651879	6.455833	1.2547704	RNASE4	ribonuclease A family member 4	RNASE4	ribonuclease A family member 4	FALSE
213566_at	0.838	0.807	0.245448	-7.482378	0.0430622	RNASE6	ribonuclease A family member k6	RNASE6	ribonuclease A family member k6	FALSE
218497_s_at	8.87e-08	2.2e-08	-6.075174	8.318281	-0.676717	RNASEH1	ribonuclease H1	RNASEH1	ribonuclease H1	FALSE
203022_at	9.32e-13	9.57e-14	-8.621944	20.511249	-1.6178624	RNASEH2A	ribonuclease H2 subunit A	RNASEH2A	ribonuclease H2 subunit A	FALSE
215040_at	1.21e-07	3.09e-08	6.000699	7.985899	0.3724304	RNASEH2B	ribonuclease H2 subunit B	RNASEH2B	ribonuclease H2 subunit B	FALSE
227543_at	2.04e-07	5.39e-08	5.877395	7.439886	0.4519669	RNASEH2C	ribonuclease H2 subunit C	RNASEH2C	ribonuclease H2 subunit C	FALSE
224574_at	0.0238	0.0154	-2.465774	-4.540394	-0.2138465	RNASEK-C17orf49///C17orf49	RNASEK-C17orf49 readthrough///chromosome 17 open reading frame 49	C17orf49	chromosome 17 open reading frame 49	FALSE
224573_at	9.21e-05	3.84e-05	4.306932	1.059322	0.2451982	RNASEK-C17orf49///RNASEK///C17orf49	RNASEK-C17orf49 readthrough///ribonuclease K///chromosome 17 open reading frame 49	RNASEK	ribonuclease K	FALSE
229285_at	0.008	0.00471	2.89036	-3.471942	0.466939	RNASEL	ribonuclease L	RNASEL	ribonuclease L	FALSE
217984_at	0.00576	0.00329	-3.010944	-3.142185	-0.3502509	RNASET2	ribonuclease T2	RNASET2	ribonuclease T2	FALSE
210056_at	0.00153	0.000786	3.462605	-1.809349	0.9503139	RND1	Rho family GTPase 1	RND1	Rho family GTPase 1	FALSE
213467_at	1.99e-10	3.09e-11	-7.46005	14.791005	-0.7112623	RND2	Rho family GTPase 2	RND2	Rho family GTPase 2	FALSE
212724_at	0.242	0.197	1.298946	-6.670246	0.3077893	RND3	Rho family GTPase 3	RND3	Rho family GTPase 3	FALSE
208632_at	4.01e-10	6.59e-11	7.304411	14.04064	0.5821992	RNF10	ring finger protein 10	RNF10	ring finger protein 10	FALSE
222437_s_at	3.3e-10	5.35e-11	7.347299	14.246943	0.5561526	RNF103-CHMP3///CHMP3	RNF103-CHMP3 readthrough///charged multivesicular body protein 3	CHMP3	charged multivesicular body protein 3	FALSE
208924_at	0.000125	5.34e-05	4.220368	0.74452	0.2696589	RNF11	ring finger protein 11	RNF11	ring finger protein 11	FALSE
218761_at	0.128	0.0971	1.674414	-6.120419	0.1077601	RNF111	ring finger protein 111	RNF111	ring finger protein 111	FALSE
209565_at	0.000151	6.54e-05	-4.166046	0.549253	-0.3935876	RNF113A	ring finger protein 113A	RNF113A	ring finger protein 113A	FALSE
200868_s_at	0.00129	0.000654	-3.517444	-1.637427	-0.3714997	RNF114	ring finger protein 114	RNF114	ring finger protein 114	FALSE
219021_at	0.00157	0.000809	-3.453791	-1.836785	-0.2380816	RNF121	ring finger protein 121	RNF121	ring finger protein 121	FALSE
219897_at	0.00582	0.00333	3.007203	-3.152586	0.2534915	RNF122	ring finger protein 122	RNF122	ring finger protein 122	FALSE
224186_s_at	5.17e-12	6.07e-13	8.253632	18.679439	0.5967156	RNF123	ring finger protein 123	RNF123	ring finger protein 123	FALSE
235199_at	6.18e-13	6.16e-14	8.709629	20.949208	1.3732018	RNF125	ring finger protein 125	RNF125	ring finger protein 125	FALSE
215031_x_at	0.0033	0.0018	-3.206404	-2.583957	-0.2549506	RNF126	ring finger protein 126	RNF126	ring finger protein 126	FALSE
222349_x_at	0.011	0.00664	-2.771701	-3.785261	-0.2022789	RNF126P1	ring finger protein 126 pseudogene 1	RNF126P1	ring finger protein 126 pseudogene 1	FALSE
219263_at	0.00155	0.000799	3.457423	-1.825485	1.3546436	RNF128	ring finger protein 128, E3 ubiquitin protein ligase	RNF128	ring finger protein 128	FALSE
