ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
7251	0.497845	0.217	0.055	-1.233812	-0.0679022	2970.86	TSG101	tumor susceptibility 101	TSG101	tumor susceptibility 101	FALSE
80705	0.24936	0.0427	0.1178	2.026262	0.2387879	2648.09	TSGA10	testis specific 10	TSGA10	testis specific 10	FALSE
114960	0.857568	0.708	0.1514	0.374867	0.0567603	12.74	TSGA13	testis specific 13	TSGA13	testis specific 13	FALSE
10194	0.972777	0.939	0.0677	0.076573	0.0051819	669.81	TSHZ1	teashirt zinc finger homeobox 1	TSHZ1	teashirt zinc finger homeobox 1	FALSE
128553	0.223316	0.0322	0.0774	-2.142161	-0.1657553	1766.5	TSHZ2	teashirt zinc finger homeobox 2	TSHZ2	teashirt zinc finger homeobox 2	FALSE
57616	0.566703	0.286	0.0963	1.067163	0.1027816	329.47	TSHZ3	teashirt zinc finger homeobox 3	TSHZ3	teashirt zinc finger homeobox 3	FALSE
9383	0.773804	0.559	0.6728	0.583861	0.3928003	3698.64	TSIX	TSIX transcript, XIST antisense RNA	TSIX	TSIX transcript, XIST antisense RNA	FALSE
25987	0.643444	0.375	0.1747	-0.886713	-0.1548987	2550.24	TSKU	tsukushi, small leucine rich proteoglycan	TSKU	tsukushi, small leucine rich proteoglycan	FALSE
101928837	0.927324	0.839	0.2042	0.203066	0.0414587	34.61	TSKU-AS1	TSKU antisense RNA 1	TSKU-AS1	TSKU antisense RNA 1	FALSE
85480	0.426368	0.156	0.2519	1.420299	0.357844	156.15	TSLP	thymic stromal lymphopoietin	TSLP	thymic stromal lymphopoietin	FALSE
7247	0.538932	0.258	0.047	-1.132061	-0.0531726	2268.73	TSN	translin	TSN	translin	FALSE
203062	0.654046	0.39	0.1047	0.859145	0.0899538	1042.78	TSNARE1	t-SNARE domain containing 1	TSNARE1	t-SNARE domain containing 1	FALSE
7257	0.445739	0.172	0.0489	1.366269	0.0668441	1357.03	TSNAX	translin associated factor X	TSNAX	translin associated factor X	FALSE
100303453	0.829039	0.655	0.0864	0.447147	0.0386294	258.81	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)	FALSE
55815	0.457818	0.183	0.1044	1.332866	0.1391856	3180.28	TSNAXIP1	translin associated factor X interacting protein 1	TSNAXIP1	translin associated factor X interacting protein 1	FALSE
10103	0.028003	5.17e-05	0.0943	-4.047825	-0.3817692	113184.42	TSPAN1	tetraspanin 1	TSPAN1	tetraspanin 1	FALSE
83882	0.632738	0.361	0.2406	0.913084	0.2196645	30.78	TSPAN10	tetraspanin 10	TSPAN10	tetraspanin 10	FALSE
441631	0.147816	0.00949	0.2236	2.593933	0.5800723	1738.34	TSPAN11	tetraspanin 11	TSPAN11	tetraspanin 11	FALSE
23554	0.54151	0.261	0.1129	-1.123113	-0.1267868	803.43	TSPAN12	tetraspanin 12	TSPAN12	tetraspanin 12	FALSE
27075	0.152345	0.0104	0.113	-2.560691	-0.2894609	7185.24	TSPAN13	tetraspanin 13	TSPAN13	tetraspanin 13	FALSE
81619	0.211849	0.0278	0.1354	-2.199431	-0.2977486	4315.52	TSPAN14	tetraspanin 14	TSPAN14	tetraspanin 14	FALSE
101929574	0.969399	0.932	0.157	0.085628	0.0134426	18.29	TSPAN14-AS1	TSPAN14 antisense RNA 1	TSPAN14-AS1	TSPAN14 antisense RNA 1	FALSE
23555	0.121156	0.00466	0.0669	-2.829368	-0.1891461	3693.29	TSPAN15	tetraspanin 15	TSPAN15	tetraspanin 15	FALSE
26262	0.334968	0.0874	0.079	-1.709045	-0.1350597	2220.13	TSPAN17	tetraspanin 17	TSPAN17	tetraspanin 17	FALSE
90139	0.914805	0.812	0.1226	0.23784	0.0291538	115.04	TSPAN18	tetraspanin 18	TSPAN18	tetraspanin 18	FALSE
144448	0.208637	0.0265	0.1526	2.218224	0.338512	4663.32	TSPAN19	tetraspanin 19	TSPAN19	tetraspanin 19	FALSE
10100	0.766998	0.549	0.156	-0.598623	-0.0933908	396.41	TSPAN2	tetraspanin 2	TSPAN2	tetraspanin 2	FALSE
10099	0.093631	0.002	0.079	-3.090813	-0.2442058	20629.97	TSPAN3	tetraspanin 3	TSPAN3	tetraspanin 3	FALSE
6302	0.919642	0.822	0.0412	-0.225136	-0.0092801	2239.78	TSPAN31	tetraspanin 31	TSPAN31	tetraspanin 31	FALSE
10077	0.342274	0.0924	0.1466	1.682984	0.2467792	47.47	TSPAN32	tetraspanin 32	TSPAN32	tetraspanin 32	FALSE
340348	0.963584	0.919	0.1295	0.102255	0.0132388	623.81	TSPAN33	tetraspanin 33	TSPAN33	tetraspanin 33	FALSE
7106	0.818243	0.636	0.136	0.473749	0.0644455	353.51	TSPAN4	tetraspanin 4	TSPAN4	tetraspanin 4	FALSE
10098	0.064949	0.000607	0.1586	-3.428493	-0.5438363	592.33	TSPAN5	tetraspanin 5	TSPAN5	tetraspanin 5	FALSE
105377342	0.160046	0.0123	0.215	-2.504859	-0.5384923	24.31	TSPAN5-DT	TSPAN5 divergent transcript	TSPAN5-DT	TSPAN5 divergent transcript	FALSE
7105	0.598247	0.32	0.1143	0.994169	0.113629	8238.46	TSPAN6	tetraspanin 6	TSPAN6	tetraspanin 6	FALSE
7102	0.72195	0.48	0.2614	0.706015	0.1845553	90.69	TSPAN7	tetraspanin 7	TSPAN7	tetraspanin 7	FALSE
7103	0.104815	0.00275	0.1813	-2.994658	-0.5429546	7405.9	TSPAN8	tetraspanin 8	TSPAN8	tetraspanin 8	FALSE
10867	0.628703	0.356	0.0955	0.922832	0.088146	1098.37	TSPAN9	tetraspanin 9	TSPAN9	tetraspanin 9	FALSE
706	0.164723	0.0132	0.1219	-2.477444	-0.302051	5460.94	TSPO	translocator protein	TSPO	translocator protein	FALSE
9256	0.397165	0.131	0.1359	1.510934	0.2053838	3094.36	TSPOAP1	TSPO associated protein 1	TSPOAP1	TSPO associated protein 1	FALSE
100506779	0.417658	0.147	0.0372	-1.450899	-0.0540147	456.92	TSPOAP1-AS1	TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1	TSPOAP1-AS1	TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1	FALSE
128854	0.757564	0.537	0.1773	0.617647	0.1095335	41.82	TSPY26P	testis specific protein Y-linked 26, pseudogene	TSPY26P	testis specific protein Y-linked 26, pseudogene	FALSE
7259	0.459215	0.183	0.0405	1.330119	0.0538143	4114.43	TSPYL1	TSPY like 1	TSPYL1	TSPY like 1	FALSE
64061	0.528308	0.248	0.1114	1.1563	0.128784	1294.92	TSPYL2	TSPY like 2	TSPYL2	TSPY like 2	FALSE
23270	0.238104	0.038	0.0988	2.075122	0.2049398	2097.57	TSPYL4	TSPY like 4	TSPYL4	TSPY like 4	FALSE
85453	0.737269	0.504	0.1138	0.66798	0.0759856	876.56	TSPYL5	TSPY like 5	TSPYL5	TSPY like 5	FALSE
55720	0.365451	0.107	0.0478	-1.609929	-0.0768766	1243.13	TSR1	TSR1 ribosome maturation factor	TSR1	TSR1 ribosome maturation factor	FALSE
90121	0.686089	0.433	0.0345	-0.783657	-0.0270455	1729.15	TSR2	TSR2 ribosome maturation factor	TSR2	TSR2 ribosome maturation factor	FALSE
115939	0.992242	0.982	0.0875	0.022835	0.0019971	2247.14	TSR3	TSR3 ribosome maturation factor	TSR3	TSR3 ribosome maturation factor	FALSE
650368	0.490317	0.211	0.2273	1.251211	0.284407	40.27	TSSC2	tumor suppressing subtransferable candidate 2 (pseudogene)	TSSC2	tumor suppressing subtransferable candidate 2 (pseudogene)	FALSE
10078	0.79863	0.599	0.0836	-0.525271	-0.0439018	1592.58	TSSC4	tumor suppressing subtransferable candidate 4	TSSC4	tumor suppressing subtransferable candidate 4	FALSE
23617	0.832621	0.661	0.1677	0.438053	0.0734456	9.94	TSSK2	testis specific serine kinase 2	TSSK2	testis specific serine kinase 2	FALSE
81629	0.661371	0.4	0.1111	-0.84176	-0.0935576	288.51	TSSK3	testis specific serine kinase 3	TSSK3	testis specific serine kinase 3	FALSE
283629	0.510602	0.229	0.1596	-1.203185	-0.1920636	49.34	TSSK4	testis specific serine kinase 4	TSSK4	testis specific serine kinase 4	FALSE
83983	0.475272	0.198	0.1146	1.288517	0.1477224	91.73	TSSK6	testis specific serine kinase 6	TSSK6	testis specific serine kinase 6	FALSE
7263	0.390602	0.126	0.0888	-1.531275	-0.1360044	1958.87	TST	thiosulfate sulfurtransferase	TST	thiosulfate sulfurtransferase	FALSE
100131187	0.597078	0.319	0.0774	0.996752	0.0771696	2864.07	TSTD1	thiosulfate sulfurtransferase like domain containing 1	TSTD1	thiosulfate sulfurtransferase like domain containing 1	FALSE
158427	0.976906	0.948	0.0607	-0.064944	-0.003943	673.71	TSTD2	thiosulfate sulfurtransferase like domain containing 2	TSTD2	thiosulfate sulfurtransferase like domain containing 2	FALSE
100130890	0.842789	0.681	0.0937	0.41174	0.0385634	386.95	TSTD3	thiosulfate sulfurtransferase like domain containing 3	TSTD3	thiosulfate sulfurtransferase like domain containing 3	FALSE
146057	0.158504	0.0118	0.0986	2.518504	0.2482279	1336.54	TTBK2	tau tubulin kinase 2	TTBK2	tau tubulin kinase 2	FALSE
7265	0.960759	0.911	0.0552	-0.112087	-0.0061857	1794.37	TTC1	tetratricopeptide repeat domain 1	TTC1	tetratricopeptide repeat domain 1	FALSE
54970	0.991939	0.981	0.1074	-0.023913	-0.0025676	3110.85	TTC12	tetratricopeptide repeat domain 12	TTC12	tetratricopeptide repeat domain 12	FALSE
79573	0.252183	0.0441	0.0955	-2.013206	-0.1923433	448.52	TTC13	tetratricopeptide repeat domain 13	TTC13	tetratricopeptide repeat domain 13	FALSE
151613	0.46235	0.186	0.069	1.322633	0.0912905	1931.83	TTC14	tetratricopeptide repeat domain 14	TTC14	tetratricopeptide repeat domain 14	FALSE
101928856	0.303277	0.0686	0.187	1.82092	0.3405845	38.03	TTC14-DT	TTC14 divergent transcript	TTC14-DT	TTC14 divergent transcript	FALSE
158248	0.228917	0.0351	0.1931	2.106977	0.4067909	2281.28	TTC16	tetratricopeptide repeat domain 16	TTC16	tetratricopeptide repeat domain 16	FALSE
55761	0.417587	0.147	0.0607	-1.451306	-0.088158	2562.29	TTC17	tetratricopeptide repeat domain 17	TTC17	tetratricopeptide repeat domain 17	FALSE
54902	0.311956	0.0735	0.0555	-1.789871	-0.09933	2273.92	TTC19	tetratricopeptide repeat domain 19	TTC19	tetratricopeptide repeat domain 19	FALSE
199223	0.293111	0.0629	0.1031	1.859724	0.1917057	4628.13	TTC21A	tetratricopeptide repeat domain 21A	TTC21A	tetratricopeptide repeat domain 21A	FALSE
79809	0.196501	0.0225	0.1293	2.28162	0.2949739	887.75	TTC21B	tetratricopeptide repeat domain 21B	TTC21B	tetratricopeptide repeat domain 21B	FALSE
55001	0.565703	0.285	0.0727	-1.06958	-0.0777494	1394.15	TTC22	tetratricopeptide repeat domain 22	TTC22	tetratricopeptide repeat domain 22	FALSE
64927	0.229203	0.0352	0.0501	2.106092	0.1054221	577.74	TTC23	tetratricopeptide repeat domain 23	TTC23	tetratricopeptide repeat domain 23	FALSE
153657	0.376195	0.115	0.115	1.576086	0.1813172	305.63	TTC23L	tetratricopeptide repeat domain 23 like	TTC23L	tetratricopeptide repeat domain 23 like	FALSE
101929704	0.26516	0.0489	0.1258	1.969706	0.2478079	355.87	TTC23L-AS1	TTC23L antisense RNA 1	TTC23L-AS1	TTC23L antisense RNA 1	FALSE
164118	0.759377	0.539	0.4048	0.61386	0.2484904	11.51	TTC24	tetratricopeptide repeat domain 24	TTC24	tetratricopeptide repeat domain 24	FALSE
79989	0.342766	0.0927	0.1165	1.681138	0.1958776	2599.09	TTC26	tetratricopeptide repeat domain 26	IFT56	intraflagellar transport 56	FALSE
55622	0.613171	0.337	0.0716	0.960655	0.0688299	505.01	TTC27	tetratricopeptide repeat domain 27	TTC27	tetratricopeptide repeat domain 27	FALSE
23331	0.201422	0.024	0.1269	2.257327	0.2865079	292.86	TTC28	tetratricopeptide repeat domain 28	TTC28	tetratricopeptide repeat domain 28	FALSE
284900	0.423137	0.152	0.0815	1.431219	0.1165932	350.39	TTC28-AS1	TTC28 antisense RNA 1	TTC28-AS1	TTC28 antisense RNA 1	FALSE
83894	0.193153	0.0211	0.1417	2.306274	0.3267652	2287.85	TTC29	tetratricopeptide repeat domain 29	TTC29	tetratricopeptide repeat domain 29	FALSE
7267	0.465263	0.189	0.0664	-1.314116	-0.0873196	6681.27	TTC3	tetratricopeptide repeat domain 3	TTC3	tetratricopeptide repeat domain 3	FALSE
100874006	0.623023	0.348	0.0955	-0.938304	-0.089572	125.09	TTC3-AS1	TTC3 antisense RNA 1	TTC3-AS1	TTC3 antisense RNA 1	FALSE
92104	0.549454	0.269	0.1311	1.104434	0.1447398	1930.93	TTC30A	tetratricopeptide repeat domain 30A	IFT70A	intraflagellar transport 70A	FALSE
150737	0.388143	0.123	0.1113	1.540605	0.1714724	1847.1	TTC30B	tetratricopeptide repeat domain 30B	IFT70B	intraflagellar transport 70B	FALSE
64427	0.845074	0.684	0.0632	-0.40657	-0.0256781	770.63	TTC31	tetratricopeptide repeat domain 31	TTC31	tetratricopeptide repeat domain 31	FALSE
130502	0.498446	0.218	0.1054	1.232395	0.1299503	314.86	TTC32	tetratricopeptide repeat domain 32	TTC32	tetratricopeptide repeat domain 32	FALSE
23548	0.314033	0.0748	0.0694	1.781631	0.1235983	661.88	TTC33	tetratricopeptide repeat domain 33	TTC33	tetratricopeptide repeat domain 33	FALSE
100287898	0.591058	0.313	0.2029	1.008795	0.2046806	336.69	TTC34	tetratricopeptide repeat domain 34	TTC34	tetratricopeptide repeat domain 34	FALSE
143941	0.360756	0.105	0.1317	1.620262	0.2134539	35.5	TTC36	tetratricopeptide repeat domain 36	TTC36	tetratricopeptide repeat domain 36	FALSE
101929089	0.341597	0.0918	0.0942	1.686012	0.1588618	74.45	TTC36-AS1	TTC36 and KMT2A antisense RNA 1	TTC36-AS1	TTC36 and KMT2A antisense RNA 1	FALSE
55020	0.670052	0.41	0.0644	-0.823292	-0.0529877	1038.03	TTC38	tetratricopeptide repeat domain 38	TTC38	tetratricopeptide repeat domain 38	FALSE
22996	0.074977	0.00101	0.0955	-3.288022	-0.3140658	1828.42	TTC39A	tetratricopeptide repeat domain 39A	TTC39A	tetratricopeptide repeat domain 39A	FALSE
102724097	0.348599	0.0966	0.1128	1.661573	0.187441	77.68	TTC39A-AS1	TTC39A antisense RNA 1	TTC39A-AS1	TTC39A antisense RNA 1	FALSE
158219	0.411779	0.142	0.0812	-1.469285	-0.1193677	959.53	TTC39B	tetratricopeptide repeat domain 39B	TTC39B	tetratricopeptide repeat domain 39B	FALSE
125488	0.679126	0.424	0.0616	0.799415	0.049239	1558.29	TTC39C	tetratricopeptide repeat domain 39C	TTC39C	tetratricopeptide repeat domain 39C	FALSE
102724246	0.628374	0.355	0.169	0.924721	0.1562491	275.55	TTC39C-AS1	TTC39C antisense RNA 1	TTC39C-AS1	TTC39C antisense RNA 1	FALSE
286495	0.766542	0.549	0.0904	0.599374	0.0542079	121.94	TTC3P1	tetratricopeptide repeat domain 3 pseudogene 1	TTC3P1	tetratricopeptide repeat domain 3 pseudogene 1	FALSE
7268	0.53369	0.253	0.039	1.142928	0.0445372	529.43	TTC4	tetratricopeptide repeat domain 4	TTC4	tetratricopeptide repeat domain 4	FALSE
253724	0.393139	0.128	0.1086	1.523084	0.1654792	197.17	TTC41P	tetratricopeptide repeat domain 41, pseudogene	TTC41P	tetratricopeptide repeat domain 41, pseudogene	FALSE
91875	0.170369	0.0144	0.1034	2.447091	0.2530378	1059.72	TTC5	tetratricopeptide repeat domain 5	TTC5	tetratricopeptide repeat domain 5	FALSE
319089	0.790376	0.585	0.106	0.545422	0.0577987	634.38	TTC6	tetratricopeptide repeat domain 6	TTC6	tetratricopeptide repeat domain 6	FALSE
57217	0.800267	0.603	0.0771	-0.520708	-0.0401316	2416.07	TTC7A	tetratricopeptide repeat domain 7A	TTC7A	tetratricopeptide repeat domain 7A	FALSE
145567	0.18399	0.0183	0.1891	2.359222	0.4460555	473.56	TTC7B	tetratricopeptide repeat domain 7B	TTC7B	tetratricopeptide repeat domain 7B	FALSE
123016	0.408598	0.139	0.0755	1.478895	0.1116612	972.57	TTC8	tetratricopeptide repeat domain 8	TTC8	tetratricopeptide repeat domain 8	FALSE
23508	0.556338	0.276	0.1057	-1.089651	-0.1151309	5021.03	TTC9	tetratricopeptide repeat domain 9	TTC9	tetratricopeptide repeat domain 9	FALSE
101928075	0.613104	0.336	0.1271	0.962105	0.122309	450.81	TTC9-DT	TTC9 divergent transcript	TTC9-DT	TTC9 divergent transcript	FALSE
148014	0.849687	0.694	0.1973	-0.392814	-0.0774889	18.53	TTC9B	tetratricopeptide repeat domain 9B	TTC9B	tetratricopeptide repeat domain 9B	FALSE
283237	0.27524	0.0538	0.0436	-1.928576	-0.0840766	424.78	TTC9C	tetratricopeptide repeat domain 9C	TTC9C	tetratricopeptide repeat domain 9C	FALSE
7270	0.679379	0.424	0.0572	0.798811	0.0457217	473.71	TTF1	transcription termination factor 1	TTF1	transcription termination factor 1	FALSE
8458	0.504053	0.222	0.0714	-1.220707	-0.0871236	432.32	TTF2	transcription termination factor 2	TTF2	transcription termination factor 2	FALSE
9675	0.716513	0.471	0.0443	0.720471	0.0318895	755.96	TTI1	TELO2 interacting protein 1	TTI1	TELO2 interacting protein 1	FALSE
80185	0.325191	0.0816	0.0529	-1.741216	-0.0921426	433.95	TTI2	TELO2 interacting protein 2	TTI2	TELO2 interacting protein 2	FALSE
7272	0.330026	0.0845	0.1673	-1.725295	-0.2885663	80.78	TTK	TTK protein kinase	TTK	TTK protein kinase	FALSE
150465	0.42235	0.151	0.0627	-1.435381	-0.0899628	861.66	TTL	tubulin tyrosine ligase	TTL	tubulin tyrosine ligase	FALSE
25809	0.24936	0.0428	0.1043	2.026124	0.211367	667.59	TTLL1	TTL family tubulin polyglutamylase complex subunit L1	TTLL1	TTL family tubulin polyglutamylase complex subunit L1	FALSE
100506679	0.419517	0.149	0.1165	1.444485	0.1682573	150.61	TTLL1-AS1	TTLL1 antisense RNA 1	TTLL1-AS1	TTLL1 antisense RNA 1	FALSE
254173	0.987361	0.971	0.1352	-0.036568	-0.004945	4905.06	TTLL10	tubulin tyrosine ligase like 10	TTLL10	tubulin tyrosine ligase like 10	FALSE
100506376	0.679406	0.425	0.1753	0.798543	0.1399551	856.8	TTLL10-AS1	TTLL10 antisense RNA 1	TTLL10-AS1	TTLL10 antisense RNA 1	FALSE
158135	0.579099	0.299	0.0717	1.037757	0.074365	321.63	TTLL11	tubulin tyrosine ligase like 11	TTLL11	tubulin tyrosine ligase like 11	FALSE
23170	0.136007	0.0071	0.1287	-2.692213	-0.3466205	2522.09	TTLL12	tubulin tyrosine ligase like 12	TTLL12	tubulin tyrosine ligase like 12	FALSE
440307	0.306712	0.0705	0.1273	1.80883	0.2303465	108.36	TTLL13	tubulin tyrosine ligase like 13	TTLL13	tubulin tyrosine ligase like 13	FALSE
26140	0.791959	0.588	0.1162	0.541952	0.0629673	2319.49	TTLL3	tubulin tyrosine ligase like 3	TTLL3	tubulin tyrosine ligase like 3	FALSE
9654	0.628026	0.355	0.0458	0.925632	0.0424072	1273.03	TTLL4	tubulin tyrosine ligase like 4	TTLL4	tubulin tyrosine ligase like 4	FALSE
23093	0.545357	0.265	0.0798	1.113534	0.088822	1991.42	TTLL5	tubulin tyrosine ligase like 5	TTLL5	tubulin tyrosine ligase like 5	FALSE
284076	0.310704	0.0729	0.1666	1.793627	0.298829	573.18	TTLL6	tubulin tyrosine ligase like 6	TTLL6	tubulin tyrosine ligase like 6	FALSE
79739	0.504593	0.223	0.1067	1.219014	0.1300357	612.66	TTLL7	tubulin tyrosine ligase like 7	TTLL7	tubulin tyrosine ligase like 7	FALSE
164395	0.392691	0.127	0.1479	1.524938	0.2254789	2078.2	TTLL9	tubulin tyrosine ligase like 9	TTLL9	tubulin tyrosine ligase like 9	FALSE
7273	0.424165	0.153	0.108	1.427676	0.1541566	646.19	TTN	titin	TTN	titin	FALSE
100506866	0.366414	0.108	0.0949	1.606928	0.1524671	124.14	TTN-AS1	TTN antisense RNA 1	TTN-AS1	TTN antisense RNA 1	FALSE
7274	0.540624	0.26	0.173	-1.125761	-0.1948046	34.28	TTPA	alpha tocopherol transfer protein	TTPA	alpha tocopherol transfer protein	FALSE
79183	0.92209	0.827	0.0406	-0.217922	-0.0088443	848.24	TTPAL	alpha tocopherol transfer protein like	TTPAL	alpha tocopherol transfer protein like	FALSE
83869	0.958059	0.905	1.1505	-0.119586	-0.1375811	83.52	TTTY14	testis-specific transcript, Y-linked 14	TTTY14	testis expressed transcript, Y-linked 14	FALSE
64595	0.867756	0.726	1.0852	-0.350929	-0.3808332	78.85	TTTY15	testis-specific transcript, Y-linked 15	TTTY15	testis expressed transcript, Y-linked 15	FALSE
60439	0.671524	0.413	0.8935	-0.818275	-0.7311387	9.26	TTTY2	testis-specific transcript, Y-linked 2	TTTY2	testis expressed transcript, Y-linked 2	FALSE
100101117	0.724788	0.484	0.8988	-0.69942	-0.6286616	9.75	TTTY2B	testis-specific transcript, Y-linked 2B	TTTY2B	testis expressed transcript, Y-linked 2B	FALSE
57348	0.953402	0.896	0.1823	0.130129	0.0237229	26.82	TTYH1	tweety family member 1	TTYH1	tweety family member 1	FALSE
94015	0.080675	0.00132	0.1246	3.210799	0.3999282	94.22	TTYH2	tweety family member 2	TTYH2	tweety family member 2	FALSE
80727	0.37485	0.114	0.1519	-1.580488	-0.2401549	959.34	TTYH3	tweety family member 3	TTYH3	tweety family member 3	FALSE
7275	0.223572	0.0324	0.1426	2.140012	0.3051734	1226.44	TUB	TUB bipartite transcription factor	TUB	TUB bipartite transcription factor	FALSE
7846	0.616806	0.341	0.1085	0.951696	0.1032828	41988.49	TUBA1A	tubulin alpha 1a	TUBA1A	tubulin alpha 1a	FALSE
10376	0.219959	0.031	0.0811	-2.156958	-0.1748421	15190.31	TUBA1B	tubulin alpha 1b	TUBA1B	tubulin alpha 1b	FALSE
84790	0.095341	0.00216	0.158	-3.067895	-0.484808	5040.12	TUBA1C	tubulin alpha 1c	TUBA1C	tubulin alpha 1c	FALSE
113691	0.448651	0.174	0.1207	1.358729	0.1640011	216.92	TUBA3FP	tubulin alpha 3f pseudogene	TUBA3FP	tubulin alpha 3f pseudogene	FALSE
7277	0.637057	0.367	0.1149	-0.901445	-0.1036068	1248.83	TUBA4A	tubulin alpha 4a	TUBA4A	tubulin alpha 4a	FALSE
80086	0.389652	0.125	0.1159	1.53471	0.1778009	5686.8	TUBA4B	tubulin alpha 4b	TUBA4B	tubulin alpha 4b	FALSE
51807	0.734206	0.499	0.1043	-0.676712	-0.0705534	46.64	TUBA8	tubulin alpha 8	TUBA8	tubulin alpha 8	FALSE
79861	0.449044	0.175	0.1586	1.357744	0.2153976	48.81	TUBAL3	tubulin alpha like 3	TUBAL3	tubulin alpha like 3	FALSE
203068	0.416138	0.145	0.1001	-1.458471	-0.1460467	6157.18	TUBB	tubulin beta class I	TUBB	tubulin beta class I	FALSE
81027	0.982755	0.962	0.1266	0.047078	0.0059605	36.82	TUBB1	tubulin beta 1 class VI	TUBB1	tubulin beta 1 class VI	FALSE
7280	0.560835	0.28	0.0977	-1.079322	-0.1054895	3218.3	TUBB2A	tubulin beta 2A class IIa	TUBB2A	tubulin beta 2A class IIa	FALSE
347733	0.666162	0.405	0.0985	-0.832448	-0.0819792	1635.92	TUBB2B	tubulin beta 2B class IIb	TUBB2B	tubulin beta 2B class IIb	FALSE
10381	0.984512	0.965	0.1444	0.043695	0.0063105	353.08	TUBB3	tubulin beta 3 class III	TUBB3	tubulin beta 3 class III	FALSE
10383	0.687834	0.436	0.1097	0.779392	0.0855046	69067.36	TUBB4B	tubulin beta 4B class IVb	TUBB4B	tubulin beta 4B class IVb	FALSE
84617	0.278891	0.0558	0.1063	-1.91246	-0.2032025	745.42	TUBB6	tubulin beta 6 class V	TUBB6	tubulin beta 6 class V	FALSE
347688	0.63187	0.36	0.3343	0.916122	0.3062436	35.49	TUBB8	tubulin beta 8 class VIII	TUBB8	tubulin beta 8 class VIII	FALSE
260334	0.726211	0.486	0.3215	0.696642	0.2239731	73.85	TUBB8B	tubulin beta 8B	TUBB8B	tubulin beta 8B	FALSE
643224	0.682108	0.428	0.2873	0.792621	0.2277269	529.97	TUBBP5	tubulin beta pseudogene 5	TUBBP5	tubulin beta pseudogene 5	FALSE
51174	0.394745	0.129	0.0529	1.516986	0.0802968	322.21	TUBD1	tubulin delta 1	TUBD1	tubulin delta 1	FALSE
51175	0.250964	0.0436	0.0735	2.017725	0.1482084	494.34	TUBE1	tubulin epsilon 1	TUBE1	tubulin epsilon 1	FALSE
7283	0.070053	0.000791	0.0966	-3.355824	-0.3243317	961.14	TUBG1	tubulin gamma 1	TUBG1	tubulin gamma 1	FALSE
27175	0.707894	0.461	0.086	-0.736704	-0.0633837	666.93	TUBG2	tubulin gamma 2	TUBG2	tubulin gamma 2	FALSE
10844	0.390359	0.126	0.092	1.531907	0.1409993	5842.97	TUBGCP2	tubulin gamma complex associated protein 2	TUBGCP2	tubulin gamma complex component 2	FALSE
10426	0.85777	0.708	0.0608	0.374324	0.0227587	533.25	TUBGCP3	tubulin gamma complex associated protein 3	TUBGCP3	tubulin gamma complex component 3	FALSE
27229	0.508274	0.227	0.0392	1.209415	0.0473565	1090.77	TUBGCP4	tubulin gamma complex associated protein 4	TUBGCP4	tubulin gamma complex component 4	FALSE
114791	0.84056	0.677	0.0507	-0.41625	-0.0211056	616.56	TUBGCP5	tubulin gamma complex associated protein 5	TUBGCP5	tubulin gamma complex component 5	FALSE
85378	0.813239	0.627	0.0964	-0.485564	-0.0468314	2720.64	TUBGCP6	tubulin gamma complex associated protein 6	TUBGCP6	tubulin gamma complex component 6	FALSE
7284	0.909064	0.801	0.0536	-0.252167	-0.0135095	8010.13	TUFM	Tu translation elongation factor, mitochondrial	TUFM	Tu translation elongation factor, mitochondrial	FALSE
7286	0.24936	0.0427	0.13	-2.026989	-0.2635617	985.78	TUFT1	tuftelin 1	TUFT1	tuftelin 1	FALSE
55000	0.824525	0.646	0.0445	0.458686	0.0204099	4605.94	TUG1	taurine up-regulated 1	TUG1	taurine up-regulated 1	FALSE
7287	0.71369	0.468	0.1894	-0.725953	-0.1374656	15.45	TULP1	TUB like protein 1	TULP1	TUB like protein 1	FALSE
7289	0.748719	0.522	0.07	0.64019	0.0447885	1375.1	TULP3	TUB like protein 3	TULP3	TUB like protein 3	FALSE
56995	0.848311	0.69	0.0462	-0.398534	-0.0184306	1092.39	TULP4	TUB like protein 4	TULP4	TUB like protein 4	FALSE
286319	0.503884	0.222	0.0669	-1.221775	-0.0817594	436.4	TUSC1	tumor suppressor candidate 1	TUSC1	tumor suppressor candidate 1	FALSE
11334	0.836034	0.668	0.0595	-0.429553	-0.0255516	2513.53	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	FALSE
7991	0.46595	0.189	0.1231	1.312268	0.1615605	5690.15	TUSC3	tumor suppressor candidate 3	TUSC3	tumor suppressor candidate 3	FALSE
64852	0.904476	0.793	0.0556	-0.262532	-0.0145992	1307.14	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	FALSE
23318	0.466074	0.19	0.0798	1.311773	0.1046939	762.32	TUT4	terminal uridylyl transferase 4	TUT4	terminal uridylyl transferase 4	FALSE
